# $1: op_group
# $2: source_site
# $3: dx
# $4: dy
# $5: real
# $6: imag

0 0 0 1 -4.92863208306740685e-01 0.00000000000000000e+00
0 0 1 0 -4.92321706469271536e-01 0.00000000000000000e+00
0 1 0 1 -4.92863208306740241e-01 0.00000000000000000e+00
0 1 1 0 -4.92623422784392917e-01 0.00000000000000000e+00
0 2 0 1 -4.93169877248396449e-01 0.00000000000000000e+00
0 2 1 0 -4.92321706469271814e-01 0.00000000000000000e+00
0 3 0 1 -4.93169877248397004e-01 0.00000000000000000e+00
0 3 1 0 -4.92623422784392251e-01 0.00000000000000000e+00
1 0 0 1 3.81207033835660528e-02 0.00000000000000000e+00
1 0 1 0 3.75792015460973822e-02 0.00000000000000000e+00
1 1 0 1 3.81207033835659556e-02 0.00000000000000000e+00
1 1 1 0 3.78809178612347641e-02 0.00000000000000000e+00
1 2 0 1 3.84273723252384417e-02 0.00000000000000000e+00
1 2 1 0 3.75792015460975765e-02 0.00000000000000000e+00
1 3 0 1 3.84273723252387123e-02 0.00000000000000000e+00
1 3 1 0 3.78809178612342784e-02 0.00000000000000000e+00
2 0 0 1 2.33844922440028496e-01 0.00000000000000000e+00
2 0 1 0 2.33690893960484730e-01 0.00000000000000000e+00
2 1 0 1 2.33844922440028274e-01 0.00000000000000000e+00
2 1 1 0 2.33771598121063767e-01 0.00000000000000000e+00
2 2 0 1 2.33928518535327618e-01 0.00000000000000000e+00
2 2 1 0 2.33690893960485035e-01 0.00000000000000000e+00
2 3 0 1 2.33928518535327729e-01 0.00000000000000000e+00
2 3 1 0 2.33771598121063712e-01 0.00000000000000000e+00
3 0 0 1 -3.08076969377930471e-02 0.00000000000000000e+00
3 0 1 0 -3.02233032469713669e-02 0.00000000000000000e+00
3 1 0 1 -3.08076969377929326e-02 0.00000000000000000e+00
3 1 1 0 -3.05149648604728964e-02 0.00000000000000000e+00
3 2 0 1 -3.11054925383546232e-02 0.00000000000000000e+00
3 2 1 0 -3.02233032469716618e-02 0.00000000000000000e+00
3 3 0 1 -3.11054925383550222e-02 0.00000000000000000e+00
3 3 1 0 -3.05149648604723274e-02 0.00000000000000000e+00
