# $1: op_group
# $2: source_site
# $3: dx
# $4: dy
# $5: real
# $6: imag

0 0 0 1 -2.52502115814634720e-01 0.00000000000000000e+00
0 0 1 0 -2.52502005238355476e-01 0.00000000000000000e+00
0 1 0 1 -2.52502115814634776e-01 0.00000000000000000e+00
0 1 1 0 -2.52502060186778787e-01 0.00000000000000000e+00
0 2 0 1 -2.52502172144464077e-01 0.00000000000000000e+00
0 2 1 0 -2.52502005238355642e-01 0.00000000000000000e+00
0 3 0 1 -2.52502172144464243e-01 0.00000000000000000e+00
0 3 1 0 -2.52502060186778676e-01 0.00000000000000000e+00
1 0 0 1 2.47493750202789298e-01 0.00000000000000000e+00
1 0 1 0 2.47493639626510026e-01 0.00000000000000000e+00
1 1 0 1 2.47493750202788965e-01 0.00000000000000000e+00
1 1 1 0 2.47493694574933226e-01 0.00000000000000000e+00
1 2 0 1 2.47493806532618515e-01 0.00000000000000000e+00
1 2 1 0 2.47493639626509720e-01 0.00000000000000000e+00
1 3 0 1 2.47493806532618488e-01 0.00000000000000000e+00
1 3 1 0 2.47493694574932976e-01 0.00000000000000000e+00
2 0 0 1 2.92395999099568250e-03 0.00000000000000000e+00
2 0 1 0 2.91575131686967444e-03 0.00000000000000000e+00
2 1 0 1 2.92395999099569290e-03 0.00000000000000000e+00
2 1 1 0 2.91983528108743454e-03 0.00000000000000000e+00
2 2 0 1 2.92812630323124228e-03 0.00000000000000000e+00
2 2 1 0 2.91575131687021264e-03 0.00000000000000000e+00
2 3 0 1 2.92812630323120498e-03 0.00000000000000000e+00
2 3 1 0 2.91983528108796840e-03 0.00000000000000000e+00
3 0 0 1 -4.19788971256244742e-04 0.00000000000000000e+00
3 0 1 0 -4.11497240565392836e-04 0.00000000000000000e+00
3 1 0 1 -4.19788971256077666e-04 0.00000000000000000e+00
3 1 1 0 -4.15622437544137518e-04 0.00000000000000000e+00
3 2 0 1 -4.23997345145877441e-04 0.00000000000000000e+00
3 2 1 0 -4.11497240565551672e-04 0.00000000000000000e+00
3 3 0 1 -4.23997345145658811e-04 0.00000000000000000e+00
3 3 1 0 -4.15622437544293588e-04 0.00000000000000000e+00
